"submission_date","state","tot_cases","new_case","tot_death","new_death"
2021-02-09,"GA","947416","3721.0","15301","171.0"
2020-12-24,"GA","618576","10286.0","10582","63.0"
2022-01-13,"GA","2093376","24310.0","31875","74.0"
2021-01-14,"GA","791324","9036.0","11975","172.0"
2021-11-01,"GA","1636325","2232.0","29174","109.0"
2021-07-28,"GA","1171233","3828.0","21654","10.0"
2020-12-09,"GA","517779","5512.0","9921","48.0"
2021-03-07,"GA","1023487","1709.0","17906","1.0"
2021-12-08,"GA","1675453","2371.0","30755","31.0"
2022-03-04,"GA","2470384","1295.0","35782","74.0"
2020-06-17,"GA","59684","1094.0","2575","46.0"
2022-03-18,"GA","2482518","1099.0","36507","63.0"
2021-05-10,"GA","1110418","460.0","20368","1.0"
2021-12-06,"GA","1671787","2912.0","30691","36.0"
2021-04-23,"GA","1091339","1842.0","19917","42.0"
2021-03-17,"GA","1038550","2044.0","18359","72.0"
2021-07-06,"GA","1136893","344.0","21457","5.0"
2020-09-18,"GA","317825","2207.0","6537","63.0"
2021-12-04,"GA","1668875","0.0","30655","0.0"
2022-01-05,"GA","1928942","24024.0","31521","27.0"
2022-03-05,"GA","2470384","0.0","35782","0.0"
2022-03-15,"GA","2478986","1249.0","36294","47.0"
2021-02-21,"GA","985505","1758.0","16744","2.0"
2020-04-02,"GA","5443","637.0","176","22.0"
2021-12-23,"GA","1724105","10012.0","31169","45.0"
2021-05-28,"GA","1122711","545.0","20820","46.0"
2020-02-06,"GA","0","0.0","0","0.0"
2020-04-12,"GA","12203","157.0","447","15.0"
2021-06-17,"GA","1130083","408.0","21258","30.0"
2021-10-15,"GA","1615699","1905.0","27774","209.0"
2020-07-01,"GA","84688","3011.0","2827","22.0"
2020-03-15,"GA","191","52.0","1","0.0"
2022-02-28,"GA","2465056","2393.0","35415","99.0"
2020-12-18,"GA","576537","8141.0","10332","38.0"
2021-04-11,"GA","1073792","1092.0","19488","0.0"
2021-01-17,"GA","815995","6332.0","12296","5.0"
2021-11-09,"GA","1643945","2909.0","29647","164.0"
2020-05-03,"GA","26841","284.0","1178","4.0"
2020-10-14,"GA","356669","1576.0","7470","16.0"
2021-12-05,"GA","1668875","0.0","30655","0.0"
2022-03-25,"GA","2485736","623.0","36771","65.0"
2022-03-08,"GA","2473056","916.0","35946","98.0"
2020-07-12,"GA","117728","2571.0","3001","5.0"
2021-11-04,"GA","1639896","1290.0","29393","83.0"
2020-07-03,"GA","91044","2811.0","2856","7.0"
2020-10-11,"GA","352587","1218.0","7416","23.0"
2020-10-24,"GA","374841","1953.0","7808","42.0"
2020-08-19,"GA","251224","2512.0","4849","55.0"
2021-06-23,"GA","1131972","389.0","21350","21.0"
2021-01-22,"GA","853173","8374.0","13060","171.0"
2020-12-17,"GA","568396","7777.0","10294","66.0"
2022-04-19,"GA","2506634","0.0","37523","0.0"
2020-05-08,"GA","30363","544.0","1362","26.0"
2020-05-07,"GA","29819","821.0","1336","9.0"
2020-05-30,"GA","44883","738.0","2003","32.0"
2021-05-20,"GA","1118308","833.0","20591","22.0"
2021-12-27,"GA","1759879","26279.0","31246","37.0"
2021-07-07,"GA","1137560","667.0","21467","10.0"
2020-11-29,"GA","469516","1952.0","9442","18.0"
2020-01-27,"GA","0","0.0","0","0.0"
2022-04-20,"GA","2509160","2526.0","37659","136.0"
2020-04-18,"GA","17068","352.0","670","9.0"
2020-06-27,"GA","75410","1952.0","2776","6.0"
2020-12-26,"GA","628788","4158.0","10685","54.0"
2020-07-02,"GA","88233","3545.0","2849","22.0"
2022-04-24,"GA","2509160","0.0","37659","0.0"
2021-01-28,"GA","892957","7352.0","13827","184.0"
2020-12-22,"GA","600517","9079.0","10463","64.0"
2021-10-06,"GA","1593640","907.0","26820","195.0"
2022-04-13,"GA","2505343","583.0","37428","31.0"
2021-06-20,"GA","1131048","323.0","21318","22.0"
2020-02-11,"GA","0","0.0","0","0.0"
2021-11-11,"GA","1644997","0.0","29749","0.0"
2020-06-03,"GA","47802","723.0","2123","21.0"
2022-04-18,"GA","2506634","0.0","37523","0.0"
2021-05-11,"GA","1111376","958.0","20391","23.0"
2021-01-03,"GA","690900","5778.0","10964","4.0"
2020-10-26,"GA","377553","1346.0","7827","18.0"
2021-06-28,"GA","1133481","190.0","21393","0.0"
2022-03-09,"GA","2474277","1221.0","36026","80.0"
2020-11-07,"GA","403851","2072.0","8193","37.0"
2021-01-02,"GA","685122","7533.0","10960","2.0"
2020-11-04,"GA","396607","2773.0","8072","43.0"
2021-07-29,"GA","1175845","4612.0","21665","11.0"
2020-12-29,"GA","645690","9450.0","10779","83.0"
2021-07-17,"GA","1147072","1096.0","21559","1.0"
2021-11-13,"GA","1647265","0.0","29861","0.0"
2022-04-14,"GA","2505856","513.0","37476","48.0"
2021-07-24,"GA","1159742","2037.0","21618","4.0"
2020-05-14,"GA","33657","326.0","1527","22.0"
2020-03-10,"GA","39","13.0","0","0.0"
2022-05-12,"GA","2530918","0.0","38086","0.0"
2021-12-11,"GA","1678746","0.0","30823","0.0"
2021-07-03,"GA","1135867","341.0","21446","3.0"
2021-04-21,"GA","1087791","1318.0","19829","31.0"
2021-02-12,"GA","958985","3900.0","15708","195.0"
2020-01-24,"GA","0","0.0","0","0.0"
2021-03-23,"GA","1048173","1791.0","18588","32.0"
2021-01-18,"GA","820952","4957.0","12360","64.0"
2020-06-20,"GA","63788","1814.0","2642","6.0"
2020-04-19,"GA","17573","505.0","691","21.0"
2021-12-25,"GA","1733600","0.0","31209","0.0"
2021-01-01,"GA","677589","11137.0","10958","24.0"
2020-11-24,"GA","454732","3676.0","9221","6.0"
2021-05-30,"GA","1123604","261.0","20837","0.0"
2020-08-08,"GA","218789","4422.0","4186","69.0"
2020-11-03,"GA","393834","2049.0","8029","30.0"
2021-08-01,"GA","1187107","3829.0","21690","7.0"
2020-03-19,"GA","493","115.0","13","7.0"
2021-10-23,"GA","1625399","0.0","28519","0.0"
2021-05-03,"GA","1103659","870.0","20227","15.0"
2020-02-28,"GA","0","0.0","0","0.0"
2021-09-24,"GA","1557536","4300.0","25478","140.0"
2020-12-08,"GA","512267","5577.0","9873","22.0"
2020-05-09,"GA","30670","307.0","1404","42.0"
2020-03-26,"GA","1843","303.0","60","13.0"
2020-04-15,"GA","14819","686.0","579","53.0"
2020-04-14,"GA","14133","844.0","526","45.0"
2022-01-12,"GA","2069066","18939.0","31801","57.0"
2021-07-12,"GA","1141159","589.0","21499","5.0"
2020-04-06,"GA","7388","739.0","319","100.0"
2020-07-15,"GA","129193","4102.0","3091","37.0"
2022-04-15,"GA","2506634","778.0","37523","47.0"
2021-09-29,"GA","1573840","4435.0","25933","176.0"
2020-05-18,"GA","36117","662.0","1642","36.0"
2021-02-07,"GA","940991","3589.0","15092","2.0"
2021-10-30,"GA","1634093","0.0","29065","0.0"
2021-12-01,"GA","1666110","1654.0","30571","61.0"
2021-11-27,"GA","1661591","700.0","30358","0.0"
2020-03-28,"GA","2592","225.0","79","14.0"
2021-03-19,"GA","1042417","1600.0","18464","44.0"
2020-03-11,"GA","55","16.0","0","0.0"
2021-02-19,"GA","980411","3679.0","16610","207.0"
2022-05-13,"GA","2530918","0.0","38086","0.0"
2022-04-07,"GA","2502667","475.0","37270","45.0"
2021-10-08,"GA","1602667","3274.0","27142","131.0"
2022-02-08,"GA","2419503","4574.0","33665","120.0"
2020-07-31,"GA","190734","4308.0","3752","81.0"
2022-05-08,"GA","2521664","0.0","37969","0.0"
2022-04-10,"GA","2503082","0.0","37332","0.0"
2020-09-07,"GA","295685","798.0","6044","7.0"
2020-07-19,"GA","145038","3193.0","3173","5.0"
2022-02-01,"GA","2378278","10226.0","33053","77.0"
2020-05-31,"GA","45612","729.0","2052","49.0"
2021-09-17,"GA","1525114","5592.0","24577","117.0"
2020-06-22,"GA","65944","1271.0","2648","5.0"
2020-06-06,"GA","50126","583.0","2160","-14.0"
2020-08-24,"GA","264540","2441.0","5156","24.0"
2021-03-14,"GA","1033786","819.0","18215","-1.0"
2020-10-27,"GA","379592","2039.0","7844","17.0"
2020-10-03,"GA","340362","1538.0","7134","28.0"
2020-07-13,"GA","121518","3790.0","3026","25.0"
2020-07-29,"GA","182243","3567.0","3642","79.0"
2021-05-26,"GA","1121472","549.0","20735","36.0"
2021-04-02,"GA","1062555","1582.0","19176","57.0"
2020-04-05,"GA","6649","296.0","219","11.0"
2021-04-19,"GA","1085161","889.0","19784","26.0"
2021-10-12,"GA","1609681","1758.0","27335","52.0"
2020-05-29,"GA","44145","626.0","1971","-2.0"
2020-01-25,"GA","0","0.0","0","0.0"
2021-09-03,"GA","1433714","12018.0","23120","114.0"
2020-07-28,"GA","178676","4399.0","3563","54.0"
2022-04-30,"GA","2515139","0.0","37806","0.0"
2021-07-02,"GA","1135526","433.0","21443","15.0"
2022-05-06,"GA","2521664","0.0","37969","0.0"
2021-12-28,"GA","1772897","13018.0","31297","51.0"
2021-02-16,"GA","969702","2895.0","16174","246.0"
2020-03-21,"GA","701","86.0","20","6.0"
2021-01-13,"GA","782288","8596.0","11803","141.0"
2020-05-05,"GA","28196","602.0","1258","47.0"
2020-10-01,"GA","337302","1585.0","7063","42.0"
2020-06-13,"GA","56017","1043.0","2446","28.0"
2020-02-29,"GA","2","2.0","0","0.0"
2021-03-25,"GA","1051361","1964.0","18751","91.0"
2021-10-18,"GA","1619015","1106.0","27940","58.0"
2020-04-16,"GA","15808","989.0","624","45.0"
2021-10-31,"GA","1634093","0.0","29065","0.0"
2022-01-31,"GA","2368052","21534.0","32976","108.0"
2020-04-03,"GA","5931","488.0","198","22.0"
2020-10-19,"GA","364909","1134.0","7657","19.0"
2021-05-29,"GA","1123343","632.0","20837","17.0"
2020-09-24,"GA","327158","1608.0","6822","49.0"
2021-08-15,"GA","1265547","6466.0","22002","12.0"
2020-02-01,"GA","0","0.0","0","0.0"
2021-08-18,"GA","1287667","8014.0","22103","43.0"
2021-01-23,"GA","862158","8985.0","13246","186.0"
2021-02-22,"GA","987041","1536.0","16835","91.0"
2020-09-04,"GA","290938","2298.0","5931","63.0"
2020-09-30,"GA","335717","1906.0","7021","27.0"
2021-08-04,"GA","1199628","4860.0","21735","12.0"
2020-12-16,"GA","560619","6624.0","10228","68.0"
2020-12-30,"GA","654743","9053.0","10846","67.0"
2021-02-01,"GA","912479","3034.0","14242","44.0"
2021-07-20,"GA","1150835","1569.0","21571","7.0"
2022-01-28,"GA","2346518","18785.0","32868","150.0"
2020-08-29,"GA","277688","2554.0","5576","105.0"
2021-02-26,"GA","1000822","3434.0","17219","20.0"
2022-01-15,"GA","2113319","0.0","31928","0.0"
2022-02-03,"GA","2394327","8029.0","33294","131.0"
2020-03-02,"GA","3","1.0","0","0.0"
2021-03-09,"GA","1026692","1761.0","17978","30.0"
2020-04-24,"GA","21537","681.0","899","26.0"
2020-08-26,"GA","269637","2603.0","5311","49.0"
2021-05-22,"GA","1119614","602.0","20661","24.0"
2020-04-28,"GA","23850","582.0","1025","81.0"
2021-08-08,"GA","1220131","4346.0","21820","9.0"
2021-07-08,"GA","1138492","932.0","21470","3.0"
2020-07-25,"GA","168460","3822.0","3495","53.0"
2021-08-27,"GA","1369926","11084.0","22553","61.0"
2020-10-16,"GA","360530","1997.0","7556","64.0"
2020-02-08,"GA","0","0.0","0","0.0"
2021-02-25,"GA","997388","3327.0","17199","135.0"
2021-04-28,"GA","1097279","1400.0","20098","71.0"
2021-04-16,"GA","1081629","1650.0","19718","56.0"
2022-03-21,"GA","2483456","938.0","36576","69.0"
2022-03-03,"GA","2469089","1166.0","35708","107.0"
2020-07-06,"GA","97534","1642.0","2878","18.0"
2021-03-22,"GA","1046382","744.0","18556","26.0"
2021-05-24,"GA","1120272","293.0","20661","0.0"
2020-06-23,"GA","67804","1860.0","2687","39.0"
2020-07-22,"GA","155083","3547.0","3335","81.0"
2021-10-19,"GA","1620694","1679.0","28076","136.0"
2020-08-30,"GA","279049","1361.0","5604","28.0"
2020-06-26,"GA","73458","2076.0","2770","25.0"
2021-06-07,"GA","1126397","263.0","20986","0.0"
2020-08-02,"GA","197628","3162.0","3840","15.0"
2021-02-15,"GA","966807","2070.0","15928","57.0"
2021-04-22,"GA","1089497","1706.0","19875","46.0"
2021-01-20,"GA","836649","8205.0","12778","196.0"
2020-10-02,"GA","338824","1522.0","7106","43.0"
2020-08-11,"GA","228381","3754.0","4351","122.0"
2021-10-22,"GA","1625399","1536.0","28519","175.0"
2020-04-29,"GA","24704","854.0","1054","29.0"
2020-09-16,"GA","313535","2669.0","6419","21.0"
2021-03-12,"GA","1031713","1567.0","18164","47.0"
2021-07-11,"GA","1140570","587.0","21494","4.0"
2020-07-18,"GA","141845","4743.0","3168","36.0"
2021-12-03,"GA","1668875","1245.0","30655","45.0"
2021-05-07,"GA","1108317","1249.0","20337","43.0"
2020-10-29,"GA","384453","2192.0","7923","47.0"
2020-02-15,"GA","0","0.0","0","0.0"
2022-01-25,"GA","2288693","16232.0","32488","99.0"
2020-08-06,"GA","210160","3364.0","4026","42.0"
2021-06-06,"GA","1126134","280.0","20986","0.0"
2021-09-15,"GA","1513670","6167.0","24263","235.0"
2020-10-13,"GA","355093","1325.0","7454","25.0"
2021-04-10,"GA","1072700","1570.0","19488","64.0"
2020-12-27,"GA","632299","3511.0","10689","4.0"
2021-08-02,"GA","1190936","3829.0","21698","8.0"
2020-03-29,"GA","2835","243.0","84","5.0"
2022-04-01,"GA","2500259","478.0","37057","70.0"
2020-02-12,"GA","0","0.0","0","0.0"
2021-10-26,"GA","1629337","1171.0","28737","98.0"
2020-02-09,"GA","0","0.0","0","0.0"
2021-06-14,"GA","1128870","180.0","21158","0.0"
2020-07-07,"GA","101000","3466.0","2899","21.0"
2021-02-06,"GA","937402","4490.0","15090","232.0"
2021-07-04,"GA","1136208","341.0","21449","3.0"
2021-06-26,"GA","1133063","402.0","21393","24.0"
2020-11-18,"GA","433732","3161.0","9065","57.0"
2021-10-21,"GA","1623863","1487.0","28344","110.0"
2020-03-08,"GA","17","6.0","0","0.0"
2021-06-22,"GA","1131583","351.0","21329","11.0"
2021-02-10,"GA","950906","3490.0","15421","120.0"
2020-11-02,"GA","391785","1357.0","7999","18.0"
2021-07-25,"GA","1161779","2037.0","21622","4.0"
2020-12-10,"GA","525402","7623.0","9975","54.0"
2021-07-15,"GA","1144890","1362.0","21546","19.0"
2020-05-06,"GA","28998","802.0","1327","69.0"
2020-11-09,"GA","406904","1648.0","8223","29.0"
2022-04-21,"GA","2509160","0.0","37659","0.0"
2020-04-01,"GA","4806","570.0","154","24.0"
2020-12-07,"GA","506690","5285.0","9851","45.0"
2022-04-22,"GA","2509160","0.0","37659","0.0"
2021-04-17,"GA","1083300","1671.0","19757","39.0"
2020-07-14,"GA","125091","3573.0","3054","28.0"
2021-05-23,"GA","1119979","365.0","20661","0.0"
2022-05-05,"GA","2521664","0.0","37969","0.0"
2022-05-15,"GA","2530918","0.0","38086","0.0"
2021-05-15,"GA","1115072","743.0","20505","23.0"
2020-02-17,"GA","0","0.0","0","0.0"
2020-10-15,"GA","358533","1864.0","7492","22.0"
2021-03-24,"GA","1049397","1224.0","18660","72.0"
2021-09-19,"GA","1532682","3784.0","24705","64.0"
2020-05-12,"GA","32773","768.0","1464","22.0"
2021-03-31,"GA","1059548","1807.0","19055","68.0"
2021-01-25,"GA","870828","3917.0","13303","53.0"
2021-04-14,"GA","1078379","1735.0","19600","52.0"
2022-03-01,"GA","2466525","1469.0","35529","114.0"
2021-06-09,"GA","1127200","411.0","21049","25.0"
2022-03-19,"GA","2482518","0.0","36507","0.0"
2022-01-06,"GA","1952755","23813.0","31593","72.0"
2022-05-07,"GA","2521664","0.0","37969","0.0"
2020-09-20,"GA","321265","1152.0","6602","3.0"
2020-09-10,"GA","301835","2214.0","6204","76.0"
2021-11-25,"GA","1660191","700.0","30358","0.0"
2021-10-13,"GA","1611692","2011.0","27427","92.0"
2020-12-31,"GA","666452","11709.0","10934","88.0"
2020-03-13,"GA","115","27.0","1","0.0"
2020-10-12,"GA","353768","1181.0","7429","13.0"
2022-02-06,"GA","2403125","0.0","33402","0.0"
2020-03-03,"GA","5","2.0","0","0.0"
2021-06-04,"GA","1125512","495.0","20942","42.0"
2022-02-27,"GA","2462663","0.0","35316","0.0"
2020-09-08,"GA","297429","1744.0","6070","26.0"
2020-12-01,"GA","476405","4842.0","9515","63.0"
2021-12-02,"GA","1667630","1520.0","30610","39.0"
2021-12-19,"GA","1691674","0.0","30994","0.0"
2020-03-20,"GA","615","122.0","14","1.0"
2021-06-25,"GA","1132661","332.0","21369","2.0"
2020-06-09,"GA","52106","808.0","2285","77.0"
2021-09-30,"GA","1578716","4876.0","26084","151.0"
2021-11-07,"GA","1641036","0.0","29483","0.0"
2021-05-05,"GA","1105855","1018.0","20273","32.0"
2021-04-07,"GA","1068199","1528.0","19305","67.0"
2022-04-09,"GA","2503082","0.0","37332","0.0"
2022-01-23,"GA","2229675","0.0","32294","0.0"
2021-03-08,"GA","1024931","1444.0","17948","42.0"
2020-06-14,"GA","56869","852.0","2451","5.0"
2020-02-19,"GA","0","0.0","0","0.0"
2021-05-13,"GA","1113411","1114.0","20450","18.0"
2020-09-01,"GA","283281","2512.0","5733","100.0"
2021-06-24,"GA","1132329","357.0","21367","17.0"
2022-02-20,"GA","2451908","0.0","34757","0.0"
2021-08-23,"GA","1328156","7024.0","22263","22.0"
2021-08-12,"GA","1245399","7016.0","21929","35.0"
2022-01-04,"GA","1904918","17603.0","31494","51.0"
2020-01-30,"GA","0","0.0","0","0.0"
2021-02-20,"GA","983747","3336.0","16742","132.0"
2022-02-02,"GA","2386298","8020.0","33163","110.0"
2022-05-01,"GA","2515139","0.0","37806","0.0"
2021-06-30,"GA","1134573","590.0","21423","11.0"
2022-02-25,"GA","2462663","1560.0","35316","122.0"
2021-04-18,"GA","1084272","972.0","19758","1.0"
2021-03-03,"GA","1014542","2735.0","17625","145.0"
2020-04-25,"GA","22223","686.0","897","-2.0"
2021-08-09,"GA","1224480","4349.0","21831","11.0"
2021-03-10,"GA","1028432","1740.0","18036","58.0"
2020-01-29,"GA","0","0.0","0","0.0"
2021-09-01,"GA","1413284","9702.0","22870","130.0"
2020-11-20,"GA","440591","3435.0","9142","40.0"
2020-09-13,"GA","307634","1478.0","6444","157.0"
2022-02-15,"GA","2443410","2867.0","34335","117.0"
2020-04-30,"GA","25241","537.0","1111","57.0"
2020-03-17,"GA","283","43.0","1","0.0"
2020-02-16,"GA","0","0.0","0","0.0"
2020-06-25,"GA","71382","1743.0","2745","47.0"
2021-11-22,"GA","1656992","2343.0","30236","74.0"
2021-10-16,"GA","1616804","1105.0","27828","54.0"
2022-03-20,"GA","2482518","0.0","36507","0.0"
2021-02-23,"GA","990821","3780.0","16927","92.0"
2020-01-28,"GA","0","0.0","0","0.0"
2022-03-14,"GA","2477737","1221.0","36247","54.0"
2022-04-17,"GA","2506634","0.0","37523","0.0"
2021-11-15,"GA","1649520","2255.0","29871","10.0"
2020-02-13,"GA","0","0.0","0","0.0"
2021-03-21,"GA","1045638","1504.0","18530","0.0"
2022-05-03,"GA","2515139","0.0","37806","0.0"
2020-05-24,"GA","41090","724.0","1827","13.0"
2021-07-16,"GA","1145976","1086.0","21558","12.0"
2020-11-26,"GA","461517","3608.0","9336","39.0"
2022-03-07,"GA","2472140","1756.0","35848","66.0"
2020-04-11,"GA","12046","419.0","432","12.0"
2021-07-14,"GA","1143528","1260.0","21527","2.0"
2020-03-05,"GA","2","-5.0","0","0.0"
2021-01-05,"GA","706154","10091.0","11072","101.0"
2021-06-11,"GA","1128092","434.0","21128","34.0"
2021-09-11,"GA","1489574","5300.0","23793","52.0"
2022-02-16,"GA","2446525","3115.0","34464","129.0"
2020-10-05,"GA","342421","1119.0","7192","30.0"
2022-01-20,"GA","2211004","22684.0","32206","134.0"
2021-09-23,"GA","1553236","4553.0","25338","205.0"
2020-12-05,"GA","499371","5017.0","9793","68.0"
2021-05-27,"GA","1122166","694.0","20774","39.0"
2020-07-10,"GA","111956","4623.0","2965","35.0"
2020-06-15,"GA","57720","851.0","2494","43.0"
2020-11-22,"GA","449132","2328.0","9198","19.0"
2021-03-18,"GA","1040817","2267.0","18420","61.0"
2021-06-21,"GA","1131232","184.0","21318","0.0"
2022-01-09,"GA","1978788","0.0","31646","0.0"
2021-08-06,"GA","1211439","6005.0","21802","35.0"
2021-01-30,"GA","905858","6343.0","14196","210.0"
2022-03-10,"GA","2475489","1212.0","36129","103.0"
2021-05-14,"GA","1114329","918.0","20482","32.0"
2021-10-02,"GA","1584660","2597.0","26309","67.0"
2021-04-15,"GA","1079979","1600.0","19662","62.0"
2021-02-17,"GA","973247","3545.0","16273","99.0"
2022-01-26,"GA","2306025","17332.0","32603","115.0"
2021-11-06,"GA","1641036","0.0","29483","0.0"
2020-03-31,"GA","4236","1012.0","130","27.0"
2020-01-23,"GA","0","0.0","0","0.0"
2021-01-16,"GA","809663","8533.0","12291","153.0"
2022-01-07,"GA","1978788","26033.0","31646","53.0"
2021-04-26,"GA","1094580","812.0","20009","34.0"
2020-11-12,"GA","416217","2802.0","8881","75.0"
2020-08-04,"GA","202908","2742.0","3921","79.0"
2020-10-22,"GA","370047","2037.0","7729","25.0"
2020-08-07,"GA","214367","4207.0","4117","91.0"
2022-01-19,"GA","2188320","27781.0","32072","42.0"
2020-02-14,"GA","0","0.0","0","0.0"
2020-05-19,"GA","36889","772.0","1668","26.0"
2022-03-31,"GA","2499431","928.0","36987","64.0"
2022-01-14,"GA","2113319","19943.0","31928","53.0"
2022-02-09,"GA","2424950","5447.0","33850","185.0"
2020-02-25,"GA","0","0.0","0","0.0"
2021-09-14,"GA","1507503","7327.0","24028","128.0"
2021-11-19,"GA","1654649","1412.0","30162","68.0"
2020-04-13,"GA","13289","1086.0","481","34.0"
2020-02-24,"GA","0","0.0","0","0.0"
2021-09-12,"GA","1494874","5300.0","23845","52.0"
2021-07-13,"GA","1142268","1109.0","21525","26.0"
2020-03-01,"GA","2","0.0","0","0.0"
2020-06-05,"GA","49543","799.0","2174","27.0"
2021-09-18,"GA","1528898","3784.0","24641","64.0"
2022-03-02,"GA","2467923","1398.0","35601","72.0"
2020-10-18,"GA","363775","1258.0","7638","31.0"
2020-07-30,"GA","186426","4183.0","3671","29.0"
2022-03-16,"GA","2480368","1382.0","36367","73.0"
2020-02-10,"GA","0","0.0","0","0.0"
2021-09-22,"GA","1548683","4723.0","25133","182.0"
2021-04-06,"GA","1066671","1474.0","19238","26.0"
2020-06-07,"GA","50650","524.0","2180","20.0"
2021-05-25,"GA","1120923","651.0","20699","38.0"
2020-08-31,"GA","280769","1720.0","5633","29.0"
2021-07-01,"GA","1135093","520.0","21428","5.0"
2020-06-16,"GA","58590","870.0","2529","35.0"
2021-06-29,"GA","1133983","502.0","21412","19.0"
2022-01-16,"GA","2113319","0.0","31928","0.0"
2022-03-11,"GA","2476516","1027.0","36193","64.0"
2021-12-12,"GA","1678746","0.0","30823","0.0"
2020-12-06,"GA","501405","2034.0","9806","13.0"
2021-09-13,"GA","1500176","5302.0","23900","55.0"
2020-12-14,"GA","546558","3720.0","10104","28.0"
2021-09-28,"GA","1569405","3865.0","25757","137.0"
2020-02-18,"GA","0","0.0","0","0.0"
2021-07-23,"GA","1157705","2497.0","21614","9.0"
2021-02-04,"GA","928070","5706.0","14756","169.0"
2020-05-11,"GA","32005","459.0","1442","38.0"
2020-06-10,"GA","52910","804.0","2329","44.0"
2020-10-04,"GA","341302","940.0","7162","28.0"
2021-03-16,"GA","1036506","1743.0","18287","25.0"
2020-10-09,"GA","350033","2011.0","7348","54.0"
2020-04-04,"GA","6353","422.0","208","10.0"
2020-11-28,"GA","467564","3038.0","9424","44.0"
2022-01-03,"GA","1887315","47436.0","31443","0.0"
2020-03-09,"GA","26","9.0","0","0.0"
2021-11-02,"GA","1637398","1073.0","29240","66.0"
2022-05-18,"GA","2541713","10795.0","38157","71.0"
2022-01-29,"GA","2346518","0.0","32868","0.0"
2021-02-03,"GA","922364","4924.0","14587","137.0"
2020-08-13,"GA","234964","2816.0","4538","82.0"
2020-09-22,"GA","323859","1209.0","6677","73.0"
2022-03-26,"GA","2485736","0.0","36771","0.0"
2021-11-28,"GA","1662291","700.0","30358","0.0"
2020-01-26,"GA","0","0.0","0","0.0"
2021-02-05,"GA","932912","4842.0","14858","102.0"
2020-09-09,"GA","299621","2192.0","6128","58.0"
2021-05-06,"GA","1107068","1213.0","20294","21.0"
2020-10-08,"GA","348022","1827.0","7294","35.0"
2021-03-01,"GA","1008660","2139.0","17376","81.0"
2021-11-17,"GA","1651952","1196.0","30027","126.0"
2020-08-10,"GA","224627","2676.0","4229","30.0"
2020-03-30,"GA","3224","389.0","103","19.0"
2020-06-18,"GA","60707","1023.0","2605","30.0"
2021-02-13,"GA","962808","3823.0","15850","142.0"
2021-10-25,"GA","1628166","2767.0","28639","120.0"
2021-06-18,"GA","1130404","321.0","21277","19.0"
2022-03-12,"GA","2476516","0.0","36193","0.0"
2021-07-22,"GA","1155208","2144.0","21605","12.0"
2020-08-18,"GA","248712","3226.0","4794","67.0"
2021-11-10,"GA","1644997","1052.0","29749","102.0"
2020-08-22,"GA","260287","2755.0","5092","94.0"
2021-02-24,"GA","994061","3240.0","17064","137.0"
2020-04-26,"GA","22494","271.0","912","15.0"
2021-05-17,"GA","1116008","407.0","20506","0.0"
2022-01-08,"GA","1978788","0.0","31646","0.0"
2021-04-27,"GA","1095879","1299.0","20027","18.0"
2020-07-17,"GA","137102","4233.0","3132","28.0"
2022-05-11,"GA","2530918","9254.0","38086","117.0"
2020-08-28,"GA","275134","2678.0","5471","78.0"
2020-06-30,"GA","81677","1976.0","2805","21.0"
2022-02-18,"GA","2451908","2969.0","34757","149.0"
2020-05-16,"GA","34832","562.0","1592","35.0"
2020-10-21,"GA","368010","1601.0","7704","30.0"
2020-03-27,"GA","2367","524.0","65","5.0"
2020-02-23,"GA","0","0.0","0","0.0"
2022-03-29,"GA","2487464","598.0","36868","43.0"
2021-03-26,"GA","1053020","1659.0","18849","98.0"
2020-11-10,"GA","411183","4279.0","8730","41.0"
2020-02-07,"GA","0","0.0","0","0.0"
2021-03-05,"GA","1019509","2081.0","17815","65.0"
2021-03-02,"GA","1011807","3147.0","17480","104.0"
2021-04-01,"GA","1060973","1425.0","19119","64.0"
2021-01-31,"GA","909445","3587.0","14198","2.0"
2021-05-16,"GA","1115601","529.0","20506","1.0"
2021-01-10,"GA","757045","8193.0","11458","1.0"
2021-09-06,"GA","1453139","6475.0","23285","55.0"
2022-02-17,"GA","2448939","2414.0","34608","144.0"
2020-10-31,"GA","388993","2736.0","7979","24.0"
2020-12-12,"GA","538040","6447.0","10075","44.0"
2022-03-27,"GA","2485736","0.0","36771","0.0"
2020-08-09,"GA","221951","3162.0","4199","13.0"
2021-08-25,"GA","1348019","10677.0","22400","91.0"
2021-03-06,"GA","1021778","2269.0","17905","90.0"
2020-06-01,"GA","46501","889.0","2074","22.0"
2020-07-05,"GA","95892","2120.0","2860","3.0"
2021-03-04,"GA","1017428","2886.0","17750","125.0"
2021-01-29,"GA","899515","6558.0","13986","159.0"
2021-12-15,"GA","1686332","2656.0","30901","19.0"
2022-05-14,"GA","2530918","0.0","38086","0.0"
2020-10-07,"GA","346195","1796.0","7259","30.0"
2020-07-04,"GA","93772","2728.0","2857","1.0"
2021-10-07,"GA","1599393","5753.0","27011","191.0"
2020-09-28,"GA","332443","956.0","6961","15.0"
2021-05-04,"GA","1104837","1178.0","20241","14.0"
2021-03-28,"GA","1055256","826.0","18926","0.0"
2020-11-25,"GA","457909","3177.0","9297","76.0"
2020-09-21,"GA","322650","1385.0","6604","2.0"
2021-12-13,"GA","1681906","3160.0","30860","37.0"
